problem_id,original_NL_problem_statement,statement_source,NL-JGEX_problem_statement,JGEX_problem_statement,problem_runs_on_Newclid_3.01,NL_reference_proof,NL_reference_proof_source,numerical_concept,NL_construction_in_statement,NL_construction_for_proof,final_answer,comment
85,"Given $\overleftrightarrow{AB}$, construct the perpendicular to $\overleftrightarrow{AB}$ at $A$.",Euclid I.Proposition 11. (Book I),"Construct a segment $AB$. Construct a point $C$ such that the line $AC$ is perpendicular to $AB$ at $A$.
",a b = segment a b; c = on_tline c a a b,yes,"Let $AB$ be the given straight line, and $C$ the given point on it. It is required to draw a straight line at right angles to the straight line $AB$ from the point $C$. Take an arbitrary point $D$ on $AC$. Make $CE$ equal to $CD$. Construct the equilateral triangle $FDE$ on $DE$, and join $CF$. I say that the straight line $CF$ has been drawn at right angles to the given straight line $AB$ from $C$ the given point on it. Since $CD$ equals $CE$, and $CF$ is common, therefore the two sides $CD$ and $CF$ equal the two sides $CE$ and $CF$ respectively, and the base $DF$ equals the base $EF$. Therefore the angle $DCF$ equals the angle $ECF$, and they are adjacent angles. But, when a straight line standing on a straight line makes the adjacent angles equal to one another, each of the equal angles is right, therefore each of the angles $DCF$ and $FCE$ is right. Therefore the straight line $CF$ has been drawn at right angles to the given straight line $AB$ from the given point $C$ on it.

",https://mathcs.clarku.edu/~djoyce/java/elements/bookI/propI11.html,no,"point(3), segment(1), line(2)","line(2), point(2), segment(2), triangle(1) ",N/A,N/A
86,"Given point $C$ off $\overleftrightarrow{AB}$, construct the perpendicular to $\overleftrightarrow{AB}$ that passes through $C$.
",Euclid I.Proposition 12. (Book I),Construct a segment $AB$ and a point $C$ off that line. Construct the foot $D$ of the perpendicular from $C$ to $AB$.,a b = segment a b; c = free c; d = foot d c a b,yes,"Let $AB$ be the given infinite straight line, and $C$ the given point which is not on it. It is required to draw a straight line perpendicular to the given infinite straight line $AB$ from the given point $C$ which is not on it. Take an arbitrary point $D$ on the other side of the straight line $AB$, and describe the circle $EFG$ with center $C$ and radius $CD$. Bisect the straight line $EG$ at $H$, and join the straight lines $CG$, $CH$, and $CE$. I say that $CH$ has been drawn perpendicular to the given infinite straight line $AB$ from the given point $C$ which is not on it. Since $GH$ equals $HE$, and $HC$ is common, therefore the two sides $GH$ and $HC$ equal the two sides $EH$ and $HC$ respectively, and the base $CG$ equals the base $CE$. Therefore the angle $CHG$ equals the angle $EHC$, and they are adjacent angles. But, when a straight line standing on a straight line makes the adjacent angles equal to one another, each of the equal angles is right, and the straight line standing on the other is called a perpendicular to that on which it stands. Therefore $CH$ has been drawn perpendicular to the given infinite straight line $AB$ from the given point $C$ which is not on it.",https://mathcs.clarku.edu/~djoyce/java/elements/bookI/propI12.html,no,"point(3), segment(2), line(2)","point(3), circle(1), line(4),  ",N/A,N/A
87,A straight line which bisects two sides of a triangle is parallel to the third side.,Exercise 20 Book I Plane Geometry by George Albert Wentworth,Construct a triangle $ABC$. Let $D$ be the midpoint of $\overline{AB}$ and $E$ the midpoint of $\overline{AC}$. Prove that $\overleftrightarrow{DE} \parallel \overleftrightarrow{BC}$.,a b c = triangle a b c; d = midpoint d a b; e = midpoint e a c ? para d e b c,yes,"Let $ABC$ be a triangle. Let $D$ be the midpoint of $\overline{AB}$ and $E$ the midpoint of $\overline{AC}$.  
Then $AD=DB$, so $\dfrac{AD}{AB}=\dfrac{1}{2}$. Also $AE=EC$, so $\dfrac{AE}{AC}=\dfrac{1}{2}$. Hence $\frac{AD}{AB}=\frac{AE}{AC}.$
Consider triangles $\triangle ADE$ and $\triangle ABC$. They have the angle at $A$ common, and the sides including that angle proportional: $\frac{AD}{AB}=\frac{AE}{AC}.$ Therefore $\triangle ADE \sim \triangle ABC$ (SAS similarity). Corresponding angles are equal, so
$\angle ADE = \angle ABC.$ These are alternate interior angles for lines $\overleftrightarrow{DE}$ and $\overleftrightarrow{BC}$ cut by transversal $\overleftrightarrow{AB}$. Hence
$$DE \parallel BC.$$",Midsegment (Midpoint) Theorem; also provable via Triangle similarity (SAS),no,"point(3), triangle(1), segment(3), line(1)",point(2),N/A,N/A
88,"The middle point of the hypotenuse of a
right triangle is equidistant from the three vertices.",Exercise 21 Book I Plane Geometry by George Albert Wentworth,"Construct a right triangle $ABC$ with right angle at $A$. Let $M$ be the midpoint of the hypotenuse $\overline{BC}$. Prove that $MA=MB$ and $MA=MC$ (so $M$ is equidistant from $A,B,C$).",a b c = r_triangle a b c; m = midpoint m b c ? cong m a m b; cong m a m c,yes,"Let $\triangle ABC$ be right at $A$, so $AB\perp AC$. Let $M$ be the midpoint of the hypotenuse $\overline{BC}$.
Consider the circle with diameter $BC$. Since $\angle BAC=90^\circ$, point $A$ lies on the circle with diameter $BC$ (angle in a semicircle is a right angle). The midpoint $M$ of $\overline{BC}$ is the center of this circle. Therefore the distances from $M$ to the points $B$, $C$, and $A$ on the circle are all equal: $$MB=MC=MA.$$
Hence $M$ is equidistant from the three vertices.",Thales’ theorem (“angle in a semicircle is a right angle”) + “center is midpoint of diameter” (circumcenter of right triangle is midpoint of hypotenuse),no,"triangle(1), point(4), segment(3)",circle(1),N/A,N/A
89,The medians of a triangle meet in a point which is two thirds of the distance from each vertex to the middle of the opposite side.,Exercise 27 Book I Plane Geometry by George Albert Wentworth,"Construct a triangle $ABC$. Let $D$ be the midpoint of $\overline{BC}$, $E$ the midpoint of $\overline{CA}$, and $F$ the midpoint of $\overline{AB}$. Let $G$ be the intersection of lines $AD$ and $BE$. Prove the ratio constraints: $AG=\frac{2}{3}AD$, $BG=\frac{2}{3}BE$ and $CG=\frac{2}{3}EF$.","a b c = triangle a b c; d = midpoint d b c; e = midpoint e c a; f = midpoint f a b; g = intersection_ll g a d b e ? rconst a g a d 2/3; rconst b g b e 2/3; rconst c g e f 2/3 
",no,"Let $ABC$ be a triangle. Let $D$, $E$, $F$ be the midpoints of $\overline{BC}$, $\overline{CA}$, $\overline{AB}$ respectively. Let medians $AD$ and $BE$ meet at $G$.
Use vectors (or coordinates). Let the position vectors of $A,B,C$ be $\mathbf{a},\mathbf{b},\mathbf{c}$. Then
$$\mathbf{d}=\frac{\mathbf{b}+\mathbf{c}}{2},\qquad \mathbf{e}=\frac{\mathbf{c}+\mathbf{a}}{2}.$$
A point on median $AD$ has the form
$$\mathbf{a}+t(\mathbf{d}-\mathbf{a})=\mathbf{a}+t\left(\frac{\mathbf{b}+\mathbf{c}}{2}-\mathbf{a}\right).$$
A point on median $BE$ has the form
$$\mathbf{b}+s(\mathbf{e}-\mathbf{b})=\mathbf{b}+s\left(\frac{\mathbf{c}+\mathbf{a}}{2}-\mathbf{b}\right).$$
At the intersection point $G$ these are equal. Solving yields $t=s=\frac{2}{3}$, and
$$\mathbf{g}=\frac{\mathbf{a}+\mathbf{b}+\mathbf{c}}{3}.$$
Since $t=\frac{2}{3}$ on $AD$, we have
$$AG=\frac{2}{3}AD.$$
Similarly, since $s=\frac{2}{3}$ on $BE$, we have
$$BG=\frac{2}{3}BE.$$
Finally, because $\mathbf{g}=\frac{\mathbf{a}+\mathbf{b}+\mathbf{c}}{3}$, we can write
$$\mathbf{g}=\mathbf{c}+\frac{2}{3}\left(\frac{\mathbf{a}+\mathbf{b}}{2}-\mathbf{c}\right).$$
But $\frac{\mathbf{a}+\mathbf{b}}{2}$ is the midpoint $\mathbf{f}$ of $\overline{AB}$, so this shows $G$ lies on $CF$ and
$$CG=\frac{2}{3}CF.$$
Thus the three medians meet at $G$, and each is divided in the ratio $2:1$ with the longer part adjacent to the vertex.",Centroid theorem (concurrency of medians; division in ratio 2:1),yes,"point(4), triangle(1), line(3), segment(3)",point(3),N/A,Not sure if rconst predicate can be used as a mutiple goal. 
90,"The bisectors of two supplementary adjacent angles are perpendicular
to each other.",Exercise 29 Book I Plane Geometry by George Albert Wentworth,Construct a segment $\overline{AB}$. Construct $C$ as the reflection of $A$ across $B$. Construct a point $D$ such that $\overleftrightarrow{BD}\perp\overleftrightarrow{AB}$. Construct $X$ on the angle bisector of $\angle ABD$. Construct $Y$ on the angle bisector of $\angle DBC$. Prove that $\overleftrightarrow{BX}\perp\overleftrightarrow{BY}$.,a b = segment a b; c = mirror c a b; d = on_tline d b a b; x = angle_bisector x a b d; y = angle_bisector y d b c ? perp b x b y,yes,"Let two adjacent angles be $\angle 1$ and $\angle 2$, with a common vertex and a common side, and suppose they are supplementary:
$$\angle 1+\angle 2=180^\circ.$$
Let the bisector of $\angle 1$ form an angle $\frac{\angle 1}{2}$ with the common side, and let the bisector of $\angle 2$ form an angle $\frac{\angle 2}{2}$ with the same common side, on the other side.
Then the angle between the two bisectors equals
$$\frac{\angle 1}{2}+\frac{\angle 2}{2}=\frac{\angle 1+\angle 2}{2}=\frac{180^\circ}{2}=90^\circ.$$
Therefore the bisectors are perpendicular.",Angle bisector + supplementary angles fact: angle between bisectors is half-sum,no,"bisector(2), point(2), line(2)",N/A,N/A,Jgex code gives a specific case where both angles are 90 degrees. 
91,The diagonals of a rectangle are equal. Prove $\triangleABC= \triangleBAD$.,Exercise 69 Book I Plane Geometry by George Albert Wentworth,"Construct a rectangle $ABCD$. Show that $AC=BD$ and
$BC:AD = AC:BD$",a b c d = rectangle a b c d ? cong a c b d; eqratio b c a d a c b d,yes,"Let $ABCD$ be a rectangle. Then $AB\perp BC$ and also $AB\perp AD$, so
$$\angle ABC = \angle BAD = 90^\circ.$$
Also, opposite sides of a rectangle are equal:
$BC=AD,$ and $AB$ is common to both triangles. Thus in triangles $\triangle ABC$ and $\triangle BAD$ we have
- $AB=AB$ (common side),
- $BC=AD$,
- the included angles $\angle ABC=\angle BAD$.
Therefore $\triangle ABC \cong \triangle BAD$ by SAS. Consequently, corresponding sides are equal, giving $AC=BD.$
Hence the diagonals of a rectangle are equal.",Rectangle properties + SAS triangle congruence (or right-triangle LL congruence),no,"point(4), segment(6), quadrilateral(1)",N/A,N/A,N/A
92,"The diagonals of a square are perpendicular to each other, and
bisect the angles of the square.",Exercise 72 Book I Plane Geometry by George Albert Wentworth,"Construct a square $ABCD$. Prove that $AC \perp BD$ and that $\angle DAC = \angle CAB$, $\angle ABD = \angle DBC$, $\angle ADB = \angle BDC$ and $\angle DCA = \angle ACB$. ",a b c d = isquare a b c d ? perp a c b d; eqangle d a a c c a a b; eqangle a b b d d b b c; eqangle a d d b b d d c; eqangle d c c a a c c b ,yes,"Let $ABCD$ be a square. Then $AB=BC=CD=DA$ and each interior angle is $90^\circ$. (i) Each diagonal bisects the angles at its endpoints.
Consider diagonal $AC$. In triangles $\triangle DAC$ and $\triangle CAB$:
- $DA=AB$ (sides of the square),
- $DC=CB$ (sides of the square),
- $AC$ is common.
Hence $\triangle DAC \cong \triangle CAB$ by SSS. Therefore corresponding angles are equal:
$$\angle DAC = \angle CAB,$$
so $AC$ bisects $\angle DAB$. Similarly,
$$\angle DCA=\angle ACB,$$
so $AC$ bisects $\angle DCB$.
Likewise, considering diagonal $BD$ and triangles $\triangle ABD$ and $\triangle CBD$ (or $\triangle ADB$ and $\triangle CDB$), we get that $BD$ bisects the angles at $B$ and $D$.
(ii) The diagonals are perpendicular.
Since $AC$ bisects the right angle at $A$, we have
$$\angle CAB = 45^\circ.$$
Since $BD$ bisects the right angle at $B$, we have
$$\angle DBA = 45^\circ.$$
Now $AC$ makes a $45^\circ$ angle with line $AB$ on one side, and $BD$ makes a $45^\circ$ angle with line $BA$ on the other side; therefore the angle between $AC$ and $BD$ is $45^\circ+45^\circ=90^\circ,$ so $AC \perp BD.$ Thus the diagonals of a square are perpendicular and bisect the angles of the square.",SSS triangle congruence to get angle bisection; then “bisectors of adjacent right angles are perpendicular” (or symmetry of the square),no,"square(1),  segment(6), point(4)",N/A,N/A,N/A
93,The diagonals on an isosceles trapezoidal are equal. Prove $ \triangleACD=\triangle BDC$.,Exercise 87 Book I Plane Geometry by George Albert Wentworth,Construct an isosceles trapezoid $ABCD$ with $AB\parallel CD$ and $AD=BC$. Prove that $\frac{AC}{BD}= \frac{AD}{BC}=\frac{CD}{DC}$.,a b c d = iso_trapezoid a b c d ? eqratio a c b d a d b c; eqratio a d b c c d d c,yes,"Let $ABCD$ be an isosceles trapezoid with
$$AB \parallel CD \quad \text{and} \quad AD=BC.$$
Drop perpendiculars from $D$ and $C$ to the line $AB$; let the feet be $F$ and $E$ respectively, so
$$DF\perp AB,\quad CE\perp AB.$$
Since $AB\parallel CD$, the distance between the parallel lines $AB$ and $CD$ is constant, hence
$$DF=CE.$$
Now consider right triangles $\triangle AFD$ and $\triangle BEC$. They are right triangles with
- hypotenuses $AD$ and $BC$ equal (given),
- a leg $DF$ equal to $CE$ (as shown).
Therefore $\triangle AFD \cong \triangle BEC$ by HL (right-triangle hypotenuse-leg). Hence corresponding acute angles are equal:
$$\angle DAB = \angle CBA.$$
Since $AB\parallel CD$, we have
$$\angle ADC = \angle DAB \quad \text{and} \quad \angle BCD = \angle CBA$$
(alternate interior angles). Therefore
$$\angle ADC = \angle BCD.$$
Now compare triangles $\triangle ACD$ and $\triangle BDC$. We have
- $AD=BC$ (given),
- $CD=CD$ (common side),
- included angles $\angle ADC = \angle BCD$ (just proved).
Thus $\triangle ACD \cong \triangle BDC$ by SAS. Consequently, corresponding sides are equal, in particular
$$AC=BD,$$
so the diagonals of an isosceles trapezoid are equal.",Isosceles trapezoid theorem (base angles equal; diagonals equal).,no,"trapezoid(1), segment(6), point(4)","point(2), line(2)",N/A,The diagonals of an isosceles trapezoid are always equal.
94,To fit into a given circle a straight line equal to a given straight line which is not greater than the diameter of the circle.,Euclid IV. Proposition 1,A circle is given by its center $O$ and a point $A$ on the circle (so the radius is $OA$).Let $\overline{PQ}$ be a segment. Construct a point $X$ on the given circle such that $\overline{AX}$ is equal to $\overline{PQ}$. Prove that $AX=PQ$.,"o a = segment o a; p q = segment p q; x = on_circle x o a, eqdistance x a p q ? cong a x p q",yes,"Let $ABC$ be the given circle, and $D$ the given straight line not greater than the diameter of the circle.
It is required to fit a straight line into the circle $ABC$ equal to the straight line $D$.
Draw a diameter $BC$ of the circle $ABC$.
If $BC$ equals $D$, then that which was proposed is done, for $BC$ has been fitted into the circle $ABC$ equal to the straight line $D$.
But, if $BC$ is greater than $D$, make $CE$ equal to $D$, describe the circle $EAF$ with center $C$ and radius $CE$, and join $CA$.
Then, since the point $C$ is the center of the circle $EAF$, $CA$ equals $CE$.
But $CE$ equals $D$, therefore $D$ also equals $CA$.
Therefore $CA$ has been fitted into the given circle $ABC$ equal to the given straight line $D$.",https://mathcs.clarku.edu/~djoyce/java/elements/bookIV/propIV1.html,no,"segment(1), circle(1), point(1)",circle(1),N/A,N/A
95,Any point on the perpendicular bisector of $AB$ is equidistant from $A$ and $B$.,Euclid I. Proposition 10 / Book III context,Let $\overline{AB}$ be a segment. Construct $M$ the midpoint of $\overline{AB}$. Construct a point $P$ on the line through $M$ perpendicular to $AB$ (so $P$ lies on the perpendicular bisector of $AB$). Prove $PA=PB$.,a b = segment a b; m = midpoint m a b; p = on_tline p m a b ? cong p a p b,yes,"Let $\overline{AB}$ be a segment, and let $\ell$ be the perpendicular bisector of $\overline{AB}$. Let $P$ be any point on $\ell$. Let $M$ be the midpoint of $\overline{AB}$, so $AM=MB$ and $PM\perp AB$.
Consider triangles $\triangle AMP$ and $\triangle BMP$.
- $AM = MB$ (since $M$ is the midpoint of $AB$),
- $PM$ is common,
- $\angle AMP = \angle BMP = 90^\circ$ (since $PM\perp AB$).
Hence $\triangle AMP \cong \triangle BMP$ by SAS. Therefore corresponding sides are equal, so
$$PA = PB.$$","Euclid I.10 (bisect a segment), and perpendicular at a point: Euclid I.11. Congruence step: Euclid I.4 (SAS).",no,"segment(1), bisector(1), point(3), line(1)",N/A,N/A,N/A
96,To inscribe a square in a given circle.,Euclid IV. Proposition 6,"Let $OA$ be a segment. Let $B$ be the point opposite to $A$ through $O$. Through $O$, construct a line perpendicular to $OA$; that meets the circle of radius $OA$ (and diameter AB) at $C$, and let $D$ be the point opposite $C$ (so $CD$ is the perpendicular diameter of the circle).
Prove that $OA=OB$,$OA=OC$,$OA=OD$ and that $AB \perp AC$.","o a = segment o a; b = mirror b a o; t = on_tline t o o a; c = on_circle c o a, on_line c o t; d = mirror d c o ? cong o a o b; cong o a o c; cong o a o d; perp a b c d",yes,"Let $ABCD$ be the given circle.
It is required to inscribe a square in the circle $ABCD$.
Draw two diameters $AC$ and $BD$ of the circle $ABCD$ at right angles to one another, and join $AB$, $BC$, $CD$, and $DA$.
Then, since $BE$ equals $ED$, for $E$ is the center, and $EA$ is common and at right angles, therefore the base $AB$ equals the base $AD$.
For the same reason each of the straight lines $BC$ and $CD$ also equals each of the straight lines $AB$ and $AD$. Therefore the quadrilateral $ABCD$ is equilateral.
I say next that it is also right-angled.
For, since the straight line $BD$ is a diameter of the circle $ABCD$, therefore $BAD$ is a semicircle, therefore the angle $BAD$ is right.
For the same reason each of the angles $ABC$, $BCD$, and $CDA$ is also right. Therefore the quadrilateral $ABCD$ is right-angled.
But it was also proved equilateral, therefore it is a square, and it has been inscribed in the circle $ABCD$.
Therefore the square $ABCD$ has been inscribed in the given circle.",https://mathcs.clarku.edu/~djoyce/java/elements/bookIV/propIV6.html,no,"square(1), circle(1), segment(4), line(2), point(5)",N/A,N/A,N/A
97,The incircle of a triangle is tangent to all three sides; the tangent lengths from each vertex to the two points of tangency are equal.,Euclid IV.4 + III.17,"Construct triangle $ABC$. Construct the incenter $I$ of this triangle, as well as $T_1,T_2,T_3$ the tangent points of the incircle with sides $BC$, $AC$, and $AB$, respectively. Prove that $AT_2 = AT_3$, $BT_1 = BT_3$, $CT_1 = CT_2$.",a b c = triangle a b c; t1 t2 t3 i = incenter2 t1 t2 t3 i a b c ? cong a t2 a t3; cong b t1 b t3; cong c t1 c t2,yes,"Let $\triangle ABC$ be given. Let $I$ be the incenter (intersection of the internal bisectors of $\angle A$, $\angle B$, $\angle C$). Drop perpendiculars from $I$ to the three sides:
- let $E$ be the foot from $I$ to $AC$ so $IE\perp AC$,
- let $F$ be the foot from $I$ to $AB$ so $IF\perp AB$,
- let $D$ be the foot from $I$ to $BC$ so $ID\perp BC$.
(i) The circle with center $I$ is tangent to all three sides.  
Consider the circle with center $I$ and radius $r=IE$. Since $E$ lies on the circle, and $IE\perp AC$, the line $AC$ is tangent to this circle at $E$ (a line perpendicular to the radius at the point on the circle is a tangent).  
Similarly, using $IF\perp AB$ and $ID\perp BC$, the lines $AB$ and $BC$ are tangent at $F$ and $D$. Thus the incircle is tangent to all three sides.
(ii) Tangent lengths from the same vertex are equal.  
From vertex $A$, the lines $AB$ and $AC$ are tangents to the incircle, touching it at $F$ and $E$. Tangent segments from the same external point to a circle are equal, hence $AF=AE.$
Similarly, from $B$ the tangents touch at $F$ and $D$, so $BF=BD$, and from $C$ the tangents touch at $E$ and $D$, so $CE=CD$.
","Incircle construction in a triangle: Euclid IV.4.
Tangency criterion (radius to point of contact is perpendicular to tangent): Euclid III.18 paired with III.17. Equal tangents from an external point: Euclid III.36.",no,"triangle(1), segment(6), line(2), bisector(2), circle(1), ray(1), point(5)",segment(3),N/A,N/A
98,"From external point $P$, a tangent $PT$ and a secant through $P$ cutting the circle at $A,B$: show $PT^2 = PA \cdot PB$.",Euclid III.Proposition 36,Let $O A_0$ be a segment. Choose a point $T$ on the circle with radius $O A_0$. Draw the tangent line at $T$ by taking point $P$ on the line through $T$ perpendicular to $OT$. Choose another point $B$ on the circle and consider the secant line $PB$. Let $A$ be the second intersection of line $PB$ with the circle. Prove that $\frac{PT}{PA}=\frac{PB}{PT}.$,o a0 = segment o a0; t = on_circle t o a0; p = on_tline p t o t; b = on_circle b o a0; a = intersection_lc a p o b ? eqratio p t p a p b p t,yes,"Let a point $D$ be taken outside the circle $ABC$, and from $D$ let the two straight lines $DCA$ and $DB$ fall on the circle $ABC$. Let $DCA$ cut the circle $ABC$, and let $BD$ touch it.
I say that the rectangle $AD$ by $DC$ equals the square on $DB$.
Then $DCA$ is either through the center or not through the center.
First let it be through the center, and let $F$ be the center of the circle $ABC$. Join $FB$. Therefore the angle $FBD$ is right.
And, since $AC$ has been bisected at $F$, and $CD$ is added to it, the rectangle $AD$ by $DC$ plus the square on $FC$ equals the square on $FD$.
But $FC$ equals $FB$, therefore the rectangle $AD$ by $DC$ plus the square on $FB$ equals the square on $FD$.
And the sum of the squares on $FB$ and $BD$ equals the square on $FD$, therefore the rectangle $AD$ by $DC$ plus the square on $FB$ equals the sum of the squares on $FB$ and $BD$.
Subtract the square on $FB$ from each. Therefore the remaining rectangle $AD$ by $DC$ equals the square on the tangent $DB$.
Again, let $DCA$ not be through the center of the circle $ABC$. Take the center $E$, and draw $EF$ from $E$ perpendicular to $AC$. Join $EB$, $EC$, and $ED$.
Then the angle $EBD$ is right.
And, since a straight line $EF$ through the center cuts a straight line $AC$ not through the center at right angles, it also bisects it, therefore $AF$ equals $FC$.
Now, since the straight line $AC$ has been bisected at the point $F$, and $CD$ is added to it, the rectangle $AD$ by $DC$ plus the square on $FC$ equals the square on $FD$.
Add the square on $FE$ to each. Therefore the rectangle $AD$ by $DC$ plus the sum of the squares on $CF$ and $FE$ equals the sum of the squares on $FD$ and $FE$.
But the square on $EC$ equals the sum of the squares on $CF$ and $FE$, for the angle $EFC$ is right, and the square on $ED$ equals the sum of the squares on $DF$ and $FE$, therefore the rectangle $AD$ by $DC$ plus the square on $EC$ equals the square on $ED$.
And $EC$ equals $EB$, therefore the rectangle $AD$ by $DC$ plus the square on $EB$ equals the square on $ED$.
But the sum of the squares on $EB$ and $BD$ equals the square on $ED$, for the angle $EBD$ is right, therefore the rectangle $AD$ by $DC$ plus the square on $EB$ equals the sum of the squares on $EB$ and $BD$.
Subtract the square on $EB$ from each. Therefore the remaining rectangle $AD$ by $DC$ equals the square on $DB$.
Therefore if a point is taken outside a circle and two straight lines fall from it on the circle, and if one of them cuts the circle and the other touches it, then the rectangle contained by the whole of the straight line which cuts the circle and the straight line intercepted on it outside between the point and the convex circumference equals the square on the tangent.",https://mathcs.clarku.edu/~djoyce/java/elements/bookIII/propIII36.html,no,"segment(3), circle(1), ray(1), point(4)","point(1), segment(3)",N/A,N/A
99,"The bisector of angle $A$ in triangle $ABC$ meets the circumcircle again at the midpoint $M$ of arc $BC$; thus $MB=MC$.
",Euclid III + VI, Construct triangle $ABC$ and its circumcenter $O$. Construct a point $X$ on the bisector of $\angle BAC$. Let $M$ be the second intersection of the line $AX$ with the circumcircle of $ABC$. Prove $MB=MC$.,a b c = triangle a b c; o = circle o a b c; x = angle_bisector x b a c; m = intersection_lc m x o a ? cong m b m c,yes,"Let $\triangle ABC$ be given, and let its circumcircle be drawn. Let the bisector of $\angle BAC$ meet the circumcircle again at $M$ (with $M\neq A$). Then
$$\angle BAM = \angle MAC$$
because $AM$ is the angle bisector.
Now, $\angle BAM$ is an inscribed angle subtending chord $BM$, and $\angle MAC$ is an inscribed angle subtending chord $MC$. Since the inscribed angles are equal, the corresponding chords are equal. Therefore
$$BM = MC.$$
Thus $M$ is equidistant from $B$ and $C$, i.e. $M$ is the midpoint of the arc $BC$ (the arc not containing $A$).", Equal inscribed angles in the same circle stand on equal chords: Euclid III.26,no,"triangle(1), segment(3), bisector(1), line(1), circle(1), ray(1), point(4)",N/A,N/A,
100,"In a triangle, the angle bisector from vertex $A$ to side $BC$ divides $BC$ in the ratio $AB:AC$.",Euclid VI. Proposition 3,Construct triangle $ABC$. Construct the bisector of $\angle BAC$ as line $AX$. Let $D$ be the intersection of this bisector with side $BC$. Prove $BD:DC = AB:AC$.,a b c = triangle a b c; x = angle_bisector x b a c; d = intersection_ll d a x b c ? eqratio b d d c a b a c,yes,"Let $ABC$ be a triangle, and let the angle $BAC$ be bisected by the straight line $AD$.
I say that $DB$ is to $DC$ as $AB$ is to $AC$.
Draw $CE$ through $C$ parallel to $DA$, and carry $AB$ through to meet it at $E$.
Then, since the straight line $AC$ falls upon the parallels $AD$ and $EC$, the angle $ACE$ equals the angle $CAD$.
But the angle $CAD$ equals the angle $BAD$ by hypothesis, therefore the angle $BAD$ also equals the angle $ACE$.
Again, since the straight line $BAE$ falls upon the parallels $AD$ and $EC$, the exterior angle $BAD$ equals the interior angle $AEC$.
But the angle $ACE$ was also proved equal to the angle $BAD$, therefore the angle $ACE$ also equals the angle $AEC$, so that the side $AE$ also equals the side $AC$.
And, since $AD$ is parallel to $EC$, one of the sides of the triangle $BCE$, therefore, proportionally $DB$ is to $DC$ as $AB$ is to $AE$.
But $AE$ equals $AC$, therefore $DB$ is to $DC$ as $AB$ is to $AC$.
Next, let $DB$ be to $DC$ as $AB$ is to $AC$. Join $AD$.
I say that the straight line $AD$ bisects the angle $BAC$.
With the same construction, since $DB$ is to $DC$ as $AB$ is to $AC$, and also $DB$ is to $DC$ as $AB$ is to $AE$, for $AD$ is parallel to $EC$, one of the sides of the triangle $BCE$, therefore also $AB$ is to $AC$ as $AB$ is to $AE$.
Therefore $AC$ equals $AE$, so that the angle $AEC$ also equals the angle $ACE$.
But the angle $AEC$ equals the exterior angle $BAD$, and the angle $ACE$ equals the alternate angle $CAD$, therefore the angle $BAD$ also equals the angle $CAD$.
Therefore the straight line $AD$ bisects the angle $BAC$.
Therefore, if an angle of a triangle is bisected by a straight line cutting the base, then the segments of the base have the same ratio as the remaining sides of the triangle; and, if segments of the base have the same ratio as the remaining sides of the triangle, then the straight line joining the vertex to the point of section bisects the angle of the triangle.",https://mathcs.clarku.edu/~djoyce/java/elements/bookVI/propVI3.html,no,"triangle(1), segment(3), bisector(1), ray(1), point(3), line(1)","line(1), point(1)",N/A,N/A
